07/01/2025,1738,1827,1959,2083,2234,2181,2262,2263,2185,1799,260120,274941,278275,274744,287226,287265,2158,2180,286567,286566,189893,284759,282760,278290 21/01/2025,1738,1827,284759,271591,2262,2263,2185,260120,287226,287265,274941,278275,274744,2158,286567,286566,282760,278290,289149,189893,289749,282914,2234,2181,2259,1799,2157 04/02/2025,168820,172360,189893,2157,2234,256416,256439,258296,259741,260120,261436,262320,266672,271591,273602,273741,274744,274941,278275,278290,282026,282760,282914,284759,286444,286566,286567,287226,287265,289149,289386,289749,290251
18/02/2025,256439,256416,284759,271591,172360,273741,282026,262320,258296,260120,287226,287265,274941,278275,274744,289386,261436,286567,286566,282760,278290,289149,189893,289749,282914,293450,2234,273602,168820,2157,259741,286444,266672,290251
04/03/2025,256439,256416,284759,271591,172360,278290,168820,289871,273741,282026,262320,258296,260120,287226,287265,274941,278275,274744,289386,290251,285494,261436,286567,286566,282760,289149,189893,289749,282914,293450,2234,273602,259741,286444,266672,292928,289550
18/03/2025,256439,256416,284759,271591,172360,278290,168820,289871,273741,282026,262320,258296,260120,287226,287265,274941,278275,274744,289386,290251,261436,286567,286566,282760,289149,189893,289749,291914,282914,293450,2234,273602,259741,286444,264139,266672,292928,289550,285494
01/04/2025,294120,291751,189893,289749,299434,278290,284759,256439,256416,212237,261436,282760,278746,266672,290251,261436,296721,296725,289149,278602,296621,291914,293450,282914,259065,259741,286444,264139,292928,276117,262320
15/04/2025,294120,291751,189893,289749,299434,278290,284759,256439,256416,212237,261436,282760,278746,266672,290251,276117,296721,296725,289149,278602,296621,291914,293450,282914,259065,259741,286444,264139,292928,297157,292927,289550,285494,298996,301681,273602
29/04/2025,294120,291751,189893,289749,278290,256439,256416,261436,282760,276117,266672,290251,278746,299434,284759,212237,293508,289149,278602,302982,296621,291914,293450,282914,259065,289550,296011,285494,298996,301681,273602,292928,292927,290960,292924,297157,296721,296725,259741,286444,264139
13/05/2025,294120,291751,189893,289749,278290,256439,256416,261436,282760,276117,266672,290251,278746,299434,284759,212237,293508,289149,302982,296621,294140,298011,291914,293450,282914,259065,289550,296011,285494,298996,301681,273602,292928,292927,290960,292924,297157,296721,296725,259741,286444,264139
27/05/2025,294120,291751,189893,289749,278290,256439,256416,261436,282760,276117,293508,266672,292927,292924,292928,290251,278746,299434,284759,212237,289149,302982,296621,294140,298011,291914,293450,282914,259065,289550,296011,285494,298996,301681,273602,290960,297157,296721,296725,259741,286444,264139
10/06/2025,294120,291751,189893,289749,278290,256439,256416,291462,261436,282760,276117,285494,298996,293508,266672,292927,292924,292928,290251,278746,299434,284759,212237,289149,302982,296621,294140,298011,291914,293450,282914,259065,289550,296011,301681,273602,290960,297157,296721,296725,259741,286444,264139
24/06/2025,294120,291751,189893,289749,278290,256439,256416,291462,261436,282760,276117,285494,298996,293508,266672,292927,292924,292928,290251,278746,299434,284759,212237,286444,289149,302982,296621,294140,298011,291914,293450,282914,259065,289550,296011,299009,298996,309916,301681,273602,290960,292932,292936,297157,296721,296725,259741,306767,264139,257480